PET,TEXT,text_name,condition,domain,Sent_id,keystrokes,time,num_major,num_minor,num_characters,highlight_ratio,prc_sugg_accepted,tags_edited,How difficult to translate was the source text?,How good was the quality of MT?,How useful were the error annotations? ,How accurate were the error annotations? ,How useful were the translation suggestions? ,How accurate were the translation suggestions? 
3,Text 5,news_pa.5274,3,news,3,9,38.018,0,2,208,0.0673,N/A,' impliceerde',Somewhat difficult,Fair,Somewhat useful,Somewhat accurate,nan,nan
3,Text 5,news_pa.5274,3,news,4,37,38.254,0,0,256,0.0,N/A,,Somewhat difficult,Fair,Somewhat useful,Somewhat accurate,nan,nan
3,Text 5,news_pa.5274,3,news,5,45,61.821,0,2,223,0.0717,0.0,,Somewhat difficult,Fair,Somewhat useful,Somewhat accurate,nan,nan
3,Text 5,news_pa.5274,3,news,6,39,45.338,0,6,523,0.1338,N/A,''Met'; 'oplossingsarm',Somewhat difficult,Fair,Somewhat useful,Somewhat accurate,nan,nan
3,Text 6,doc13,3,medical,1,48,40.013,0,2,104,0.2788,N/A,'In het licht van'; 'co-management',Somewhat difficult,Good,Somewhat useful,Somewhat accurate,nan,nan
3,Text 6,doc13,3,medical,2,16,57.123,0,1,174,0.0862,N/A,'traumapatiënten',Somewhat difficult,Good,Somewhat useful,Somewhat accurate,nan,nan
3,Text 6,doc13,3,medical,3,21,89.24199999999999,0,4,225,0.2178,N/A,,Somewhat difficult,Good,Somewhat useful,Somewhat accurate,nan,nan
3,Text 6,doc13,3,medical,4,44,37.518,0,3,106,0.3962,N/A,'voor geriatrische patiënten.',Somewhat difficult,Good,Somewhat useful,Somewhat accurate,nan,nan
3,Text 6,doc13,3,medical,5,24,61.28,0,4,287,0.0871,N/A,,Somewhat difficult,Good,Somewhat useful,Somewhat accurate,nan,nan
3,Text 6,doc13,3,medical,6,37,86.672,4,0,230,0.1174,N/A,' '; 'lengte'; 'de ziekenhuisopname',Somewhat difficult,Good,Somewhat useful,Somewhat accurate,nan,nan
3,Text 6,doc13,3,medical,7,49,36.388,0,3,297,0.1414,N/A,'Orthogeriatrische'; 'prestaties bij overdracht',Somewhat difficult,Good,Somewhat useful,Somewhat accurate,nan,nan
3,Text 6,doc13,3,medical,8,37,32.29,0,1,168,0.0595,N/A,'medebeheer',Somewhat difficult,Good,Somewhat useful,Somewhat accurate,nan,nan
3,Text 7,news_scotsman.87462,4,news,1,54,168.19899999999998,0,2,111,0.2162,0.0,"'omworstelaars'; 'steak pies,'",Very difficult,Fair,Somewhat useful,Somewhat accurate,Somewhat useful,Somewhat accurate
3,Text 7,news_scotsman.87462,4,news,2,57,95.618,0,5,206,0.1553,20.0,"'bakkers'; 'hoek,'; 'tijd'; 'zal doorvoeren'",Very difficult,Fair,Somewhat useful,Somewhat accurate,Somewhat useful,Somewhat accurate
3,Text 7,news_scotsman.87462,4,news,3,7,45.801,0,5,222,0.2883,0.0,,Very difficult,Fair,Somewhat useful,Somewhat accurate,Somewhat useful,Somewhat accurate
3,Text 7,news_scotsman.87462,4,news,4,69,48.284,0,5,133,0.3609,20.0,"'De'; '250-onderneming'; 'winkels op een netto basis,'; 'zijn'",Very difficult,Fair,Somewhat useful,Somewhat accurate,Somewhat useful,Somewhat accurate
3,Text 7,news_scotsman.87462,4,news,5,7,26.421,0,2,118,0.1186,50.0,'op',Very difficult,Fair,Somewhat useful,Somewhat accurate,Somewhat useful,Somewhat accurate
3,Text 7,news_scotsman.87462,4,news,6,70,99.917,0,2,258,0.1938,50.0,"'steakpudding heeft teruggebracht,'; 'kerstlunch-bagel.'",Very difficult,Fair,Somewhat useful,Somewhat accurate,Somewhat useful,Somewhat accurate
3,Text 7,news_scotsman.87462,4,news,7,12,49.464,0,4,220,0.2727,50.0,'belangrijk is dat'; 'intact blijft',Very difficult,Fair,Somewhat useful,Somewhat accurate,Somewhat useful,Somewhat accurate
3,Text 8,doc18,4,medical,1,21,58.442,1,1,195,0.0974,50.0,'De specificatie'; 'niet',Very difficult,Fair,Somewhat useful,Somewhat accurate,Somewhat useful,Not accurate nor inaccurate
3,Text 8,doc18,4,medical,2,11,138.376,0,0,198,0.0,N/A,,Very difficult,Fair,Somewhat useful,Somewhat accurate,Somewhat useful,Not accurate nor inaccurate
3,Text 8,doc18,4,medical,3,40,209.20099999999996,0,7,467,0.2784,42.86,"'VPT-prematuren,'; 'gestational age < 32 weken'; 'er werd onderzoek gedaan naar'; 'verwerkingscomposiet'; 'Kaufman-Assessment'",Very difficult,Fair,Somewhat useful,Somewhat accurate,Somewhat useful,Not accurate nor inaccurate
3,Text 8,doc18,4,medical,4,91,122.503,0,3,86,0.3256,0.0,'VPT-geboren'; 'termijncontroles.',Very difficult,Fair,Somewhat useful,Somewhat accurate,Somewhat useful,Not accurate nor inaccurate
3,Text 8,doc18,4,medical,5,11,83.048,0,5,162,0.2099,60.0,'zuigelingen'; 'VPT'; 'termijncontroles',Very difficult,Fair,Somewhat useful,Somewhat accurate,Somewhat useful,Not accurate nor inaccurate
3,Text 8,doc18,4,medical,6,0,13.852,0,2,94,0.4787,0.0,,Very difficult,Fair,Somewhat useful,Somewhat accurate,Somewhat useful,Not accurate nor inaccurate
3,Text 8,doc18,4,medical,7,0,0,0,4,117,0.4188,0.0,,Very difficult,Fair,Somewhat useful,Somewhat accurate,Somewhat useful,Not accurate nor inaccurate
4,Text 1,news_scotsman.87462,1,news,1,141,79.31,0,0,111,0.0,N/A,,Somewhat difficult,Good,nan,nan,nan,nan
4,Text 1,news_scotsman.87462,1,news,2,74,106.138,0,0,206,0.0,N/A,,Somewhat difficult,Good,nan,nan,nan,nan
4,Text 1,news_scotsman.87462,1,news,3,9,62.416,0,0,222,0.0,N/A,,Somewhat difficult,Good,nan,nan,nan,nan
